bite_Year,bite_Month,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc
2016,7,DOG,,,BROWN,,,40222,,UNKNOWN,,,,2016/7/26 0:00,
2016,7,DOG,BOXER,MALE,WHT BRN,1,2016-8,40216,,BODY,,,,2016/7/28 0:00,
2016,7,DOG,PIT BULL,MALE,WHT TAN,,,40211,,HEAD,,,,,
2016,7,DOG,PIT BULL,FEMALE,BRINDLE,1,2016-6,40222,,HEAD,,,,2016/7/26 0:00,
2016,7,DOG,,,BROWN,,,40229,,BODY,,,,,
2016,7,DOG,BOUVIER,MALE,BLACK,3,2015-7,40223,,BODY,,,,2016/8/1 0:00,
2016,7,DOG,BOXER,FEMALE,TAN BLK,1,2016-9,40229,,UNKNOWN,,,,2016/7/29 0:00,
2016,7,CAT,,MALE,BLK WHT,3,2015-3,40241,,BODY,,,,2016/8/1 0:00,
2016,7,DOG,SPITZ,MALE,WHITE,1,2016-8,40229,,BODY,,,,2016/7/29 0:00,
2016,7,DOG,PIT BULL,MALE,WHT BLK,,,40031,,HEAD,,,,,
2016,7,DOG,,FEMALE,BLK TAN,1,2016-8,40210,,BODY,,,,2016/7/26 0:00,
2016,7,DOG,PIT BULL,,BLACK,,,40211,,BODY,,,,,
2016,7,CAT,,FEMALE,MULT,1,2016-8,40223,,BODY,,,,2016/8/1 0:00,
2016,7,DOG,GERM SHEPHERD,MALE,BROWN,1,2016-8,40203,,BODY,,,,2016/8/1 0:00,
2016,7,DOG,ENGLISH BULLDOG,MALE,RED WHT,3,2013-8,40059,,UNKNOWN,,,,2016/8/8 0:00,
2016,7,DOG,MIN PIN,,BLK BRN,,,40228,,BODY,,,,,
2016,7,DOG,GERM SHEPHERD,FEMALE,TAN BLK,1,2016-8,40214,,BODY,,,,2016/8/1 0:00,
2016,7,DOG,GERM SHEPHERD,MALE,TAN WHT,1,2016-5,40218,,BODY,,,,2016/8/1 0:00,
2016,7,CAT,,MALE,BLACK,1,2016-8,40203,,BODY,,,,2016/8/2 0:00,
2016,7,DOG,CHICHAUHUA,,TAN WHT,,,40241,,UNKNOWN,,,,,
2016,7,DOG,,,,,,40213,,BODY,,,,,
2016,7,DOG,WEIMARANER,MALE,GRAY,3,2016-8,40245,,BODY,,,,2016/8/1 0:00,
2016,7,DOG,,MALE,BRN WHT,3,2015-7,40291,,UNKNOWN,,,,2016/8/3 0:00,
2016,7,DOG,PIT BULL,FEMALE,GRAY,,,40212,,BODY,,,,,
2016,7,DOG,LABRADOR RETRIV,FEMALE,YELLOW,1,2016-7,40228,,UNKNOWN,,,,2016/8/3 0:00,
2016,7,DOG,BEAGLE,,BRN BLK WH,1,2016-5,40291,,UNKNOWN,,,,2016/8/3 0:00,
2016,7,DOG,,,,,,40299,,UNKNOWN,,,,,
2016,7,DOG,BOXER,MALE,BRN BLK,1,2016-8,40229,,BODY,,,,2016/8/5 0:00,
2016,7,BAT,,,BLK BRN,,,40245,,BODY,,,,,
2016,7,CAT,,MALE,GREY,1,2016-8,40222,,BODY,,,,2016/8/3 0:00,
2016,7,CAT,,MALE,WHT BRN,,,40299,,BODY,,,,2016/8/9 0:00,
2016,7,DOG,CANE CORSO,MALE,BLK BRN,,,47122,,HEAD,,,,2016/8/1 0:00,
2016,7,DOG,,,,,,40220,,BODY,,,,,
2016,7,DOG,GERM SHEPHERD,FEMALE,BLACK TAN,1,2016-2,40217,,BODY,,,,2016/8/15 0:00,
2016,7,DOG,,MALE,BLK WHT,,,40213,,HEAD,,,,,
2016,7,DOG,PIT BULL,FEMALE,BLUE WHT,3,,40204,,BODY,,,,2016/8/8 0:00,
2016,7,DOG,,FEMALE,BLACK,3,2013-12,40216,,BODY,,,,2016/8/4 0:00,
2016,7,DOG,,MALE,BRN BLK GR,,,40216,,UNKNOWN,,,,,
2016,7,DOG,FOX TERRIER,FEMALE,BLACK WHIT,3,2014-9,40214,,BODY,,,,2016/8/8 0:00,
2016,7,DOG,POMERANIAN,MALE,BRN WHT,1,2016-7,40216,,HEAD,,,,2016/7/2 0:00,
2016,7,DOG,BORDER COLLIE,MALE,,3,2016-4,40118,YES,BODY,,,,,
2016,7,DOG,,MALE,BLK WHT,,,40205,,BODY,,,,,
2016,7,DOG,,MALE,BLACK,,,40213,,BODY,,,,,
2016,7,DOG,BEAGLE,FEMALE,TAN,1,2016-6,40223,,BODY,,,,2016/8/5 0:00,
2016,7,CAT,,,ORANGE,,,40207,,BODY,,,,,
2016,7,CAT,,FEMALE,ORG,,,40272,,BODY,,,,2016/8/2 0:00,
2016,7,DOG,LABRADOR RETRIV,FEMALE,BRN,,,40258,,UNKNOWN,,,,,
2016,8,DOG,PIT BULL,MALE,GRAY,1,2016-3,,,BODY,,,,2016/8/11 0:00,
2016,7,DOG,,FEMALE,BLK BRN,,,40229,,BODY,,,,,
2016,8,DOG,,FEMALE,TAN,1,2015-8,40242,,HEAD,,,,2016/8/12 0:00,
2016,8,DOG,,,BLK WHT,,,40245,,HEAD,,,,,
2016,8,DOG,,,,3,2014-9,40291,,BODY,,,,2016/8/15 0:00,
2016,8,DOG,CHICHAUHUA,MALE,TAN,,,40207,,BODY,,,,,
2016,8,DOG,BULLMASTIFF,MALE,BLK WHT,,,40214,,BODY,,,,2016/8/12 0:00,
2016,8,CAT,,MALE,ORG WHT,,,40272,,BODY,,,,,
2016,7,DOG,PIT BULL,MALE,BLK WHIT,1,2016-8,40203,,BODY,,,,2016/8/9 0:00,
2016,7,CAT,,MALE,ORG,,,40206,,BODY,,,,,
2016,8,DOG,PIT BULL,MALE,GRAY,1,2016-3,40212,,BODY,,,,2016/8/11 0:00,
2016,8,DOG,POODLE,MALE,BLACK,1,2016-6,40220,,UNKNOWN,,,,2016/8/15 0:00,
2016,8,DOG,,,GRAY,,,40210,,BODY,,,,,
2016,8,DOG,MASTIF,MALE,BLUE,,,40218,,BODY,,,,,
2016,8,DOG,,FEMALE,WHITE,,,40202,,,,,,2016/8/18 0:00,
2016,8,DOG,GOLD RETRIEVER,FEMALE,BLONDE,1,2015-9,40299,,HEAD,,,,2016/8/17 0:00,
2016,8,DOG,,,,,,40216,,UNKNOWN,,,,,
2016,8,DOG,GERM SHEPHERD,MALE,BRN BLK,,,40218,,BODY,,,,,
2016,8,CAT,,MALE,ORANGE,,,40216,,UNKNOWN,,,,2016/8/15 0:00,
2016,8,DOG,BULLMASTIFF,FEMALE,BLK BRN,,,40219,NO,BODY,,,,,
2016,8,DOG,BEAGLE,MALE,WHITE/BROW,,,,,HEAD,,,,,
2016,8,DOG,,MALE,BROWN,,,40272,,HEAD,,,,,
2016,8,DOG,LABRADOR RETRIV,MALE,BROWN,1,2016-4,40207,,HEAD,,,,2016/8/24 0:00,
2016,8,DOG,CANE CORSO,MALE,BROWN,3,2015-10,40218,,BODY,,,,2016/8/24 0:00,
2016,8,DOG,SHIH TZU,MALE,BLK WHT,,,40229,,BODY,,,,,
2016,8,DOG,BORDER COLLIE,MALE,BK WT BR,3,2015-8,40291,,BODY,,,,2016/8/23 0:00,
2016,8,DOG,,MALE,,,,40202,,UNKNOWN,,,,,
2016,8,DOG,,MALE,GRY WHT,,,40272,,BODY,,,,,
2016,8,DOG,PIT BULL,MALE,BRN WHT,,,40212,,BODY,,,,2016/8/22 0:00,
2016,8,DOG,,,,,,40059,,BODY,,,,,
2016,8,HORSE,,,,,,40208,,UNKNOWN,,,,,
2016,8,DOG,PIT BULL,MALE,BLK,1,2016-10,40216,,BODY,,,,2016/9/7 0:00,
2016,8,DOG,,MALE,,,,40299,,HEAD,,,,2016/8/29 0:00,
2016,8,DOG,BORDER COLLIE,FEMALE,WHT BLK,,,40210,,BODY,,,,,
2016,8,DOG,GERM SHEPHERD,MALE,TRI,,,40215,,BODY,,,,2016/8/30 0:00,
2016,8,DOG,RAT TERRIER,MALE,WHT BLK,,2016-8,40059,,,,,,2016/8/29 0:00,
2016,8,DOG,BLOOD HOUND,FEMALE,BROWN,1,2016-5,40299,,BODY,,,,2016/8/29 0:00,
2016,8,DOG,,FEMALE,BLK WHT,,2016-5,40214,,BODY,,,,,
2016,8,DOG,,MALE,GRAY,1,2016-2,40299,,BODY,,,,2016/8/30 0:00,
2016,8,CAT,,MALE,YELLOW,1,2016-4,40242,,BODY,,,,2016/8/30 0:00,
2016,8,CAT,,,BROWN,,,40213,,UNKNOWN,,,,,
2016,8,DOG,PIT BULL,MALE,WHIT GRAY,,,40228,YES,UNKNOWN,,,,,
2016,8,DOG,PUG,MALE,BLONDE,1,2016-10,40207,,HEAD,,,,2016/8/29 0:00,
2016,8,DOG,BOXER,MALE,BRN WHT,,,40047,,BODY,,,,,
2016,8,DOG,PIT BULL,,WHT BRN,,,40217,,BODY,,,,,
2016,8,DOG,CATTLE DOG,MALE,BLK WHT,3,2015-10,40291,,HEAD,,,,2016/9/2 0:00,
2016,8,DOG,LABRADOR RETRIV,MALE,BLK WHT,1,2016-9,40219,,HEAD,,,,2016/9/1 0:00,
2016,8,DOG,SIBERAN HUSKY,MALE,WHITE,,,40203,,BODY,,,,,
2016,8,DOG,MIN PIN,MALE,BLACK TAN,,2016-3,40214,,BODY,,,,2016/8/31 0:00,
2016,8,DOG,PIT BULL,MALE,BRINDLE,1,2016-9,40202,,BODY,,,,2016/9/7 0:00,
2016,8,DOG,GOLD RETRIEVER,MALE,BRN,,,40214,,HEAD,,,,,
2016,8,DOG,GOLDEN LAB,MALE,GOLDEN,1,2016-9,40214,,HEAD,,,,2016/9/2 0:00,
2016,8,CAT,,MALE,YELLOW,,,40210,,UNKNOWN,,,,,
,,DOG,,FEMALE,MIX,1,2016-9,40216,,,,,,2016/9/6 0:00,
2016,8,DOG,SHIH TZU,FEMALE,BLK/WHT,,,40217,,HEAD,,,,2016/9/6 0:00,
2016,8,DOG,COON HOUND,MALE,BLK/TAN,,,40215,,BODY,,,,2016/9/6 0:00,
2016,8,DOG,PIT BULL,MALE,BRIN/WHT,1,2016-8,40212,,BODY,,,,2016/9/8 0:00,
2016,8,DOG,BULL DOG,MALE,WHT/BLK,,,40214,,HEAD,,,,,
2016,8,DOG,CATTLE DOG,UNKNOWN,BLK/WHT,,2015-10,40291,,HEAD,,,,2016/9/2 0:00,
2016,8,DOG,LABRADOR RETRIV,FEMALE,BLK,1,2015-9,40118,,BODY,,,,2016/9/9 0:00,
2016,8,DOG,ROTTWEILER,UNKNOWN,BLK/TAN,,,40212,,BODY,,,,,
2016,8,DOG,PIT BULL,MALE,BRN,,,40047,,BODY,,,,2016/9/6 0:00,
2016,8,CAT,,FEMALE,BRN,,,40216,,BODY,,,,,
2016,8,DOG,PIT BULL,MALE,BRN,,,40211,,BODY,,,,2016/9/6 0:00,
2016,8,DOG,BULL DOG,MALE,BRN/WHT,1,2016-9,42303,,BODY,,,,2016/9/22 0:00,
2016,8,DOG,SHIH TZU,MALE,GRAY/WHT,,,40071,,BODY,,,,2016/9/6 0:00,
2016,8,DOG,,FEMALE,WHT,1,2016-7,40229,,BODY,,,,2016/9/7 0:00,
2016,8,BAT,,UNKNOWN,BRN,,,40217,,UNKNOWN,,,,,
2016,8,BAT,,,BRN,,,40218,,UNKNOWN,,,,,
2016,8,BAT,,,,,,40206,,BODY,,,,,
2016,8,DOG,,UNKNOWN,BLK/WHT/GR,1,2015-10,40047,,BODY,,,,2016/9/12 0:00,
2016,8,DOG,PIT BULL,MALE,BRN,1,2016-2,40241,,BODY,,,,2016/9/12 0:00,
2016,8,DOG,,MALE,BRN,3,2016-9,40258,,HEAD,,,,2016/9/2 0:00,
,,BAT,,,,,,40204,,,,,,,
2016,8,BAT,,,BRN,,,40217,,UNKNOWN,,,,,
2016,8,DOG,BULL DOG,UNKNOWN,BLK/BRN/WH,1,2016-7,40272,,HEAD,,,,2016/9/9 0:00,
2016,8,DOG,CHICHAUHUA,FEMALE,TAN,,,40228,,BODY,,,,,
2016,8,BAT,,,,,,40220,,UNKNOWN,,,,,
2016,8,DOG,PIT BULL,MALE,BLK,,,40207,,BODY,,,,2016/9/12 0:00,
2016,9,DOG,AKITA,MALE,WHT BLK,,,40299,,BODY,,,,2016/9/13 0:00,
2016,9,DOG,GERM SHEPHERD,,,,,40291,,BODY,,,,,
2016,9,DOG,,,,,,40245,,BODY,,,,,
2016,9,DOG,GERM SHEPHERD,,,,,40202,,BODY,,,,,
2016,9,CAT,,,BLACK,,,40204,,BODY,,,,,
2016,9,DOG,ENGLISH SETTER,,,,,40206,,HEAD,,,,,
2016,9,DOG,,,,,,40207,,BODY,,,,,
2016,8,DOG,YORKSHIRE TERRIER,MALE,BLACK,3,2014-7,40291,,BODY,,,,2016/9/12 0:00,
2016,9,DOG,ENGLISH SHEPARD,FEMALE,BLK BRN,,,47106,,BODY,,,,,
2016,9,DOG,YORKSHIRE TERRIER,MALE,BRN GRY,,,40241,,UNKNOWN,,,,,
2016,9,DOG,PIT BULL,MALE,BRN WHT,,,40291,,BODY,,,,,
2016,9,DOG,PIT BULL,MALE,TAN,,,40215,,BODY,,,,2016/9/15 0:00,
2016,8,DOG,GERM SHEPHERD,MALE,BROWN,,,40219,,BODY,,,,,
2016,9,DOG,BOSTON TERRIER,FEMALE,WHT BRND,1,2016-7,40291,,HEAD,,,,2016/9/20 0:00,
2016,9,DOG,DACHSHUND,MALE,BROWN,1,2016-1,40205,YES,HEAD,,,,,
2016,9,DOG,LABRADOR RETRIV,FEMALE,GOLDEN,1,2016-6,40207,,HEAD,,,,2016/9/20 0:00,
2016,9,DOG,CANE CORSO,MALE,GRAY WHT,,,40210,,BODY,,,,2016/9/20 0:00,
2016,9,DOG,DALMATIAN,FEMALE,BLACK WHT,3,2014-9,40229,,BODY,,,,2016/9/22 0:00,
2016,9,CAT,,FEMALE,GRY BLK,,,40229,,BODY,,,,2016/9/22 0:00,
2016,9,DOG,PIT BULL,FEMALE,GRAY,1,2016-9,40217,,BODY,,,,2016/9/22 0:00,
2016,9,DOG,,,BLK WHT,,,40216,,HEAD,,,,,
2016,9,DOG,GERM SHEPHERD,MALE,,,,40211,,HEAD,,,,,
2016,9,CAT,,MALE,,1,2016-9,40070,,BODY,,,,2016/9/23 0:00,
2016,9,DOG,,,BLACK,,,40207,,BODY,,,,,
2016,9,DOG,BORDER COLLIE,MALE,,,,40214,,UNKNOWN,,,,,
2016,9,DOG,BEAGLE,,RED BRN,,,,,BODY,,,,,
2016,9,CAT,,MALE,GRY WHT,,2016-9,40223,,BODY,,,,2016/9/19 0:00,
2016,9,DOG,BORDER COLLIE,MALE,BLK WHT,3,2014-2,40214,,UNKNOWN,,,,2016/9/26 0:00,
2016,9,DOG,AMER. BULL DOG,MALE,BLK WHT,1,2016-6,40220,,BODY,,,,2016/9/22 0:00,
2016,9,DOG,,MALE,BRN,,,40071,,HEAD,,,,2016/9/15 0:00,
,,CAT,,,,,,40207,,,,,,,
2016,9,DOG,,MALE,,,,40299,,UNKNOWN,,,,,
2016,9,DOG,SHIH TZU,MALE,WHITE,1,2016-10,40219,,HEAD,,,,2016/9/26 0:00,
2016,9,DOG,BOSTON TERRIER,MALE,BLK WHT,1,2016-10,40213,,HEAD,,,,2016/9/26 0:00,
2016,9,CAT,,MALE,BLACK,1,2016-11,40241,,UNKNOWN,,,,2016/9/29 0:00,
2016,9,DOG,PIT BULL,MALE,TAN,3,2016-5,40291,,BODY,,,,2016/9/26 0:00,
2016,9,DOG,GERM SHEPHERD,MALE,TAN BLK,,2016-5,40229,,HEAD,,,,2016/9/27 0:00,
2016,9,CAT,,,,,,40215,,UNKNOWN,,,,,
2016,9,DOG,CHICHAUHUA,MALE,BROWN,,2016-2,40219,,HEAD,,,,2016/9/29 0:00,
2016,9,CAT,,FEMALE,GRY ORG,1,2016-3,40059,,UNKNOWN,,,,2016/9/28 0:00,
2016,9,DOG,GERM SHEPHERD,MALE,BLACK,1,2016-6,40272,,BODY,,,,2016/9/29 0:00,
2016,9,DOG,BOXER,MALE,BRN WHT,,2016-6,40203,,BODY,,,,,
2016,9,DOG,PIT BULL,FEMALE,BLUE WHT,1,2016-10,40203,,BODY,,,,2016/9/26 0:00,
2016,9,DOG,PIT BULL,FEMALE,BLK WHT,,,47150,,BODY,,,,,
2016,9,DOG,PIT BULL,MALE,YELLO,,,40202,,BODY,,,,2016/9/26 0:00,
2016,9,DOG,GERM SHEPHERD,MALE,BLK BRN,1,2016-8,40272,,BODY,,,,2016/9/28 0:00,
2016,9,DOG,PIT BULL,MALE,BRN WHT,,,40177,,BODY,,,,2016/9/23 0:00,
2016,9,DOG,,MALE,WHT BRN,,2016-9,40219,,BODY,,,,,
2016,9,DOG,,MALE,BLACK,1,2016-9,40245,,BODY,,,,2016/9/30 0:00,
2016,9,DOG,DOBERMAN,,BROWN,1,2016-3,40258,,UNKNOWN,,,,2016/10/4 0:00,
2016,9,DOG,CHICHAUHUA,MALE,BRN BLK,,2016-1,40272,,BODY,,,,,
2016,9,DOG,PIT BULL,MALE,BRINDLE,1,2016-6,40211,,HEAD,,,,2016/10/4 0:00,
2016,9,DOG,AMER. BULL DOG,MALE,WHITE,,,40218,,BODY,,,,,
2016,9,DOG,CHICHAUHUA,MALE,BRN,,,40299,,UNKNOWN,,,,,
2016,9,DOG,LABRADOR RETRIV,MALE,BRN BLK,1,2016-10,40216,,BODY,,,,2016/10/5 0:00,
2016,9,DOG,,,BRN,1,2016-11,40214,,UNKNOWN,,,,2016/10/5 0:00,
2016,9,CAT,,MALE,ORANGE,3,2015-10,40212,,BODY,,,,2016/10/6 0:00,
2016,9,DOG,,MALE,WHIT BRN,1,2016-2,40220,,UNKNOWN,,,,2016/10/5 0:00,
2016,9,CAT,,MALE,WHT BLK,1,2016-10,40219,,BODY,,,,2016/10/3 0:00,
2016,9,DOG,GERM SHEPHERD,MALE,BRN BLK,1,2016-5,47130,,HEAD,,,,2016/10/3 0:00,
2016,9,DOG,CANE CORSO,FEMALE,BLK BRN,1,2016-10,40215,,BODY,,,,2016/10/3 0:00,
2016,9,CAT,,,,,,40207,,BODY,,,,,
2016,9,DOG,PIT BULL,MALE,GREY,1,2016-8,40272,,UNKNOWN,,,,2016/10/7 0:00,
2016,9,CAT,,,,,,40215,,UNKNOWN,,,,,
2016,9,DOG,,MALE,BRN BLK,1,2016-9,40241,,BODY,,,,2016/10/10 0:00,
2016,9,DOG,GERM SHEPHERD,,BRN WHT,,,47150,,BODY,,,,,
2016,10,DOG,ROTTWEILER,FEMALE,BLK,1,2016-10,40214,,HEAD,,,,2016/10/11 0:00,
2016,10,DOG,ROTTWEILER,MALE,BLK BRN,,,40220,,HEAD,,,,2016/10/11 0:00,
2016,9,DOG,CHICHAUHUA,MALE,BRN,1,2016-8,40215,,BODY,,,,2016/10/10 0:00,
2016,9,DOG,PIT BULL,,GRAY BLK,,,40211,,BODY,,,,,
2016,9,CAT,,MALE,BLK WHT,,,40203,,BODY,,,,,
2016,9,DOG,GERM SHEPHERD,MALE,BLK TAN,1,2016-10,40272,,BODY,,,,2016/10/11 0:00,
2016,9,CAT,,,GRAY,,,40299,,BODY,,,,,
2016,10,DOG,CHICHAUHUA,MALE,TAN,,2015-10,40220,,BODY,,,,2016/10/14 0:00,
2016,9,DOG,,,,,,40205,,BODY,,,,,
2016,9,DOG,,FEMALE,BLK,1,2016-6,40228,,UNKNOWN,,,,2016/10/10 0:00,
2016,9,CAT,,FEMALE,BLONDE,1,2015-12,40220,,BODY,,,,2016/10/10 0:00,
2016,10,DOG,BEAGLE,FEMALE,TAN WHT,1,2015-11,40208,,BODY,,,,2016/10/14 0:00,
2016,10,DOG,,MALE,BRN,3,2016-2,,,UNKNOWN,,,,2016/10/11 0:00,
2016,9,CAT,,FEMALE,GRAY,1,2016-3,40299,,UNKNOWN,,,,2016/10/10 0:00,
2016,10,DOG,CHICHAUHUA,MALE,TAN,1,2016-10,40067,,UNKNOWN,,,,2016/10/14 0:00,
2016,10,CAT,,MALE,BLK WHT,1,2016-8,40228,,UNKNOWN,,,,2016/10/14 0:00,
2016,10,DOG,GERM SHEPHERD,MALE,BLK TAN,1,2016-10,40220,,BODY,,,,2016/10/18 0:00,
2016,10,DOG,,,,,,40218,,BODY,,,,,
2016,10,DOG,PIT BULL,FEMALE,BLUE,,,40229,,BODY,,,,,
2016,10,DOG,CATAHOULA,FEMALE,RED GRY,1,2016-8,40216,,BODY,,,,2016/10/12 0:00,
2016,10,DOG,BULLMASTIFF,FEMALE,BR WHITE,,,40218,,BODY,,,,2016/10/11 0:00,
2016,9,CAT,,FEMALE,BLK WHT,,,40299,,BODY,,,,,
2016,9,DOG,,,,,,40202,YES,BODY,,,,,
2016,10,DOG,CHICHAUHUA,MALE,RED BRN,,,40071,,HEAD,,,,,
2016,10,DOG,BEAGLE,MALE,BRN BLK,1,2016-6,40207,,HEAD,,,,2016/10/17 0:00,
2016,10,DOG,,MALE,TAN WHT,,,40212,,HEAD,,,,,
2016,10,DOG,,,,,,40217,,BODY,,,,,
2016,10,DOG,,,,,,40299,,UNKNOWN,,,,,
2016,10,CAT,,,,,,40219,,UNKNOWN,,,,,
2016,10,DOG,,,,,,40245,,BODY,,,,,
2016,10,DOG,SHIH TZU,MALE,WHITE,1,2016-11,40245,,BODY,,,,2016/11/2 0:00,
2016,10,DOG,LABRADOR RETRIV,MALE,,3,2016-7,40245,,BODY,,,,2016/10/17 0:00,
2016,10,DOG,CHOW CHOW,MALE,BLACK,1,2016-8,40212,,BODY,,,,2016/10/18 0:00,
2016,10,,,,,,,40118,,BODY,,,,,
2016,10,CAT,,FEMALE,CALICO,1,2016-4,40223,,BODY,,,,2016/10/17 0:00,
2016,10,DOG,GERM SHEPHERD,MALE,,,,40245,,BODY,,,,2016/10/18 0:00,
2016,10,DOG,RAT TERRIER,MALE,LIVER WHT,1,2016-10,40223,,BODY,,,,2016/10/11 0:00,
2016,10,DOG,BULLMASTIFF,MALE,BLK WHT,,,40216,,BODY,,,,,
2016,10,RACCOON,,,,,,40212,YES,UNKNOWN,,,,,
2016,10,BAT,,,,,,40204,YES,BODY,,,,,
2016,10,DOG,LABRADOR RETRIV,MALE,TAN,1,2016-8,40241,,BODY,,,,2016/10/25 0:00,
2016,10,DOG,BEAGLE,FEMALE,,3,2015-10,40205,,UNKNOWN,,,,2016/10/28 0:00,
,,DOG,,,,,,,,BODY,,,,,
2016,10,CAT,,MALE,GRAY,,,40207,,BODY,,,,,
2016,10,DOG,,MALE,BLCK,1,2016-6,40291,,UNKNOWN,,,,2016/10/24 0:00,
2016,10,DOG,PIT BULL,FEMALE,,1,2015-10,80020,,UNKNOWN,,,,2016/10/24 0:00,
2016,10,DOG,SHIH TZU,FEMALE,WHITE,1,2016-4,40258,,BODY,,,,2016/10/24 0:00,
2016,10,DOG,SHIH TZU,FEMALE,WHITE,,,40299,,HEAD,,,,2016/10/25 0:00,
2016,10,DOG,PIT BULL,MALE,BLK WHT,,,40215,,HEAD,,,,,
2016,10,DOG,BEAGLE,MALE,BRN WHT,1,2016-11,40223,,BODY,,,,2016/10/25 0:00,
2016,10,CAT,,MALE,GRAY,,,40205,YES,BODY,,,,,
2016,10,DOG,,,,,,40210,,BODY,,,,,
2016,10,DOG,ENGLISH BULLDOG,MALE,WHT BLK,1,2015-12,40245,,BODY,,,,2016/10/25 0:00,
2016,10,CAT,,MALE,BLACK,1,2016-10,40215,,BODY,,,,2016/10/26 0:00,
2016,10,DOG,PIT BULL,MALE,BLK WHT,1,2016-12,40219,,BODY,,,,,
2016,10,DOG,,,,1,2016-9,40215,,BODY,,,,2016/10/26 0:00,
2016,10,DOG,PIT BULL,,GRAY WHT,,,40214,,BODY,,,,2016/10/26 0:00,
2016,10,DOG,STAN POODLE,FEMALE,BLACK,1,2015-6,40211,,UNKNOWN,,,,2016/10/25 0:00,
2016,10,DOG,POMERANIAN,,,,,40214,YES,BODY,,,,,
2016,10,DOG,PIT BULL,MALE,,3,2015-9,40229,,BODY,,,,2016/10/31 0:00,
2016,10,DOG,,,,,,40213,,UNKNOWN,,,,,
2016,10,DOG,,MALE,BRN BLK,1,2016-1,40241,,UNKNOWN,,,,2016/10/24 0:00,
2016,10,DOG,BULLMASTIFF,MALE,TAN BLK,3,2015-6,40229,,BODY,,,,2016/10/24 0:00,
2016,10,DOG,,,,3,2016-2,40291,,UNKNOWN,,,,2016/11/2 0:00,
2016,10,DOG,YORKSHIRE TERRIER,,BROWN,,,40245,,BODY,,,,,
2016,10,DOG,,,,,,40206,YES,UNKNOWN,,,,,
2016,10,DOG,,FEMALE,BRN BLK,,,40216,,UNKNOWN,,,,,
2016,10,DOG,,,,,,40299,,UNKNOWN,,,,,
2016,10,DOG,MALTASE,MALE,WHITE,1,2016-9,41008,,HEAD,,,,2016/10/31 0:00,
2016,10,CAT,,,,,,40245,,UNKNOWN,,,,,NEGATIVE
2016,10,DOG,PIT BULL,MALE,BLONDE,,,40299,,HEAD,,,,2016/11/2 0:00,
2016,10,DOG,PIT BULL,MALE,BRN,1,2016-10,40272,,HEAD,,,,2016/11/1 0:00,
2016,10,DOG,SCHNAUZER,FEMALE,WHITE,1,2016-6,40272,,BODY,,,,2016/10/26 0:00,
2016,10,DOG,PIT BULL,,BLACK,,,40213,,BODY,,,,,
2016,10,DOG,,MALE,WHT BRN,,,40258,,BODY,,,,,
2016,10,DOG,SIBERAN HUSKY,FEMALE,BRN WHT,1,2016-11,40213,,BODY,,,,2016/11/3 0:00,
2016,10,DOG,,FEMALE,,1,2016-11,40245,,BODY,,,,2016/11/3 0:00,
2016,10,DOG,BOXER,,BRINDLE,1,2016-11,40204,,UNKNOWN,,,,2016/11/1 0:00,
2016,10,DOG,GERM SHEPHERD,MALE,BRN BLK,,,40291,,UNKNOWN,,,,2016/11/2 0:00,
2016,10,DOG,BICHON FRISE,FEMALE,WHITE,1,2016-10,40299,,BODY,,,,2016/11/3 0:00,
2016,10,DOG,PIT BULL,MALE,BRINDLE,,,40258,,HEAD,,,,,
2016,10,DOG,AMER. BULL DOG,MALE,BRN WHITE,1,2016-12,40220,,BODY,,,,2016/10/28 0:00,
2016,10,CAT,,MALE,BLK,1,2016-1,40258,,BODY,,,,2016/11/7 0:00,
2016,10,DOG,PIT BULL,MALE,BLK WHT,1,2016-10,40272,,BODY,,,,2016/10/7 0:00,
2016,10,DOG,PIT BULL,FEMALE,CHOCOLATE,1,2016-11,40229,,HEAD,,,,2016/11/1 0:00,
2016,10,DOG,PIT BULL,MALE,BLE WHT,,2016-8,40215,,BODY,,,,2016/10/31 0:00,
2016,10,DOG,PIT BULL,FEMALE,BRINDLE,,,47112,,BODY,,,,2016/10/31 0:00,
2016,10,DOG,,FEMALE,BRINDLE WH,,,40229,,BODY,,,,2016/11/2 0:00,
2016,10,DOG,PIT BULL,,GRY WHT,1,2016-3,40223,,BODY,,,,2016/11/3 0:00,
2016,10,DOG,PIT BULL,MALE,WHIT BRN,1,2016-11,40220,,BODY,,,,2016/11/8 0:00,
2016,10,DOG,AAUST. TERR.,MALE,BLK WHT,,2016-10,40207,,HEAD,,,,2016/11/7 0:00,
2016,10,DOG,PIT BULL,,WT BRM,,,40228,,BODY,,,,2016/11/9 0:00,
2016,10,DOG,PIT BULL,MALE,WHITE,1,2016-2,40212,,UNKNOWN,,,,2016/11/9 0:00,
2016,10,DOG,COLLIE,,,,,40205,,BODY,,,,,
2016,10,DOG,AAUST. TERR.,FEMALE,TRI,1,2016-11,40299,,BODY,,,,2016/11/9 0:00,
2016,10,DOG,BOXER,FEMALE,WHT BLK,,,40215,YES,BODY,,,,,
2016,10,DOG,ENGLISH BULLDOG,MALE,WHT BRN,3,2017-1,40208,,BODY,,,,2016/11/9 0:00,
